;Sentence #;Word;POS;Tag
120561;Sentence: 5497;A;DT;O
120562;;convoy;NN;O
120563;;of;IN;O
120564;;dozens;NNS;O
120565;;of;IN;O
120566;;trucks;NNS;O
120567;;transporting;VBG;O
120568;;a;DT;O
120569;;massive;JJ;O
120570;;oil;NN;O
120571;;drilling;NN;O
120572;;machine;NN;O
120573;;arrived;VBD;O
120574;;Friday;NNP;B-time
120575;;at;IN;O
120576;;the;DT;O
120577;;site;NN;O
120578;;of;IN;O
120579;;the;DT;O
120580;;San;NNP;B-geo
120581;;Jose;NNP;I-geo
120582;;gold;NN;O
120583;;and;CC;O
120584;;copper;NN;O
120585;;mine;NN;O
120586;;in;IN;O
120587;;Chile;NNP;B-geo
120588;;,;,;O
120589;;where;WRB;O
120590;;33;CD;O
120591;;miners;NNS;O
120592;;are;VBP;O
120593;;trapped;VBN;O
120594;;.;.;O
120595;Sentence: 5498;The;DT;O
120596;;drill;NN;O
120597;;is;VBZ;O
120598;;the;DT;O
120599;;third;JJ;O
120600;;one;CD;O
120601;;being;VBG;O
120602;;employed;VBN;O
120603;;to;TO;O
120604;;try;VB;O
120605;;to;TO;O
120606;;rescue;VB;O
120607;;the;DT;O
120608;;miners;NNS;O
120609;;,;,;O
120610;;who;WP;O
120611;;have;VBP;O
120612;;now;RB;O
120613;;been;VBN;O
120614;;underground;JJ;O
120615;;for;IN;O
120616;;36;CD;B-time
120617;;days;NNS;O
120618;;.;.;O
120619;Sentence: 5499;It;PRP;O
120620;;has;VBZ;O
120621;;been;VBN;O
120622;;labeled;VBN;O
120623;;"""";``;O
120624;;Plan;NNP;O
120625;;C;NNP;O
120626;;"""";``;O
120627;;and;CC;O
120628;;it;PRP;O
120629;;is;VBZ;O
120630;;hoped;VBN;O
120631;;that;IN;O
120632;;it;PRP;O
120633;;will;MD;O
120634;;speed;VB;O
120635;;the;DT;O
120636;;rescue;NN;O
120637;;effort;NN;O
120638;;.;.;O
120639;Sentence: 5500;However;RB;O
120640;;,;,;O
120641;;freedom;NN;O
120642;;for;IN;O
120643;;the;DT;O
120644;;trapped;JJ;O
120645;;miners;NNS;O
120646;;is;VBZ;O
120647;;likely;JJ;O
120648;;to;TO;O
120649;;still;RB;O
120650;;be;VB;O
120651;;months;NNS;O
120652;;away;RB;O
120653;;.;.;O
120654;Sentence: 5501;The;DT;O
120655;;33;CD;O
120656;;men;NNS;O
120657;;were;VBD;O
120658;;trapped;VBN;O
120659;;by;IN;O
120660;;a;DT;O
120661;;mine;NN;O
120662;;cave-in;NN;O
120663;;on;IN;O
120664;;August;NNP;B-time
120665;;5;CD;I-time
120666;;.;.;O
120667;Sentence: 5502;But;CC;O
120668;;it;PRP;O
120669;;was;VBD;O
120670;;not;RB;O
120671;;until;IN;O
120672;;August;NNP;B-time
120673;;22;CD;I-time
120674;;that;IN;O
120675;;they;PRP;O
120676;;were;VBD;O
120677;;discovered;VBN;O
120678;;alive;JJ;O
120679;;.;.;O
120680;Sentence: 5503;Rescuers;NNS;O
120681;;have;VBP;O
120682;;been;VBN;O
120683;;sending;VBG;O
120684;;food;NN;O
120685;;,;,;O
120686;;medicine;NN;O
120687;;and;CC;O
120688;;relatives;NNS;O
120689;;';POS;O
120690;;letters;NNS;O
120691;;through;IN;O
120692;;a;DT;O
120693;;chute;NN;O
120694;;to;IN;O
120695;;where;WRB;O
120696;;the;DT;O
120697;;miners;NNS;O
120698;;are;VBP;O
120699;;located;VBN;O
120700;;,;,;O
120701;;700;CD;O
120702;;meters;NNS;O
120703;;below;IN;O
120704;;the;DT;O
120705;;surface;NN;O
120706;;.;.;O
120707;Sentence: 5504;A;DT;O
120708;;White;NNP;B-org
120709;;House;NNP;I-org
120710;;report;NN;O
120711;;has;VBZ;O
120712;;called;VBN;O
120713;;for;IN;O
120714;;changes;NNS;O
120715;;in;IN;O
120716;;the;DT;O
120717;;government;NN;O
120718;;'s;POS;O
120719;;response;NN;O
120720;;to;TO;O
120721;;disasters;NNS;O
120722;;such;JJ;O
120723;;as;IN;O
120724;;Hurricane;NNP;O
120725;;Katrina;NNP;O
120726;;.;.;O
120727;Sentence: 5505;The;DT;O
120728;;report;NN;O
120729;;,;,;O
120730;;by;IN;O
120731;;domestic;JJ;O
120732;;security;NN;O
120733;;adviser;NN;O
120734;;Frances;NNP;B-per
120735;;Townsend;NNP;I-per
120736;;,;,;O
120737;;says;VBZ;O
120738;;11;CD;O
120739;;reforms;NNS;O
120740;;are;VBP;O
120741;;urgently;RB;O
120742;;needed;VBN;O
120743;;before;IN;O
120744;;the;DT;O
120745;;start;NN;O
120746;;of;IN;O
120747;;a;DT;O
120748;;new;JJ;O
120749;;hurricane;NN;O
120750;;season;NN;O
120751;;in;IN;O
120752;;June;NNP;B-time
120753;;.;.;O
120754;Sentence: 5506;President;NNP;B-per
120755;;Bush;NNP;I-per
120756;;discussed;VBD;O
120757;;the;DT;O
120758;;report;NN;O
120759;;with;IN;O
120760;;his;PRP$;O
120761;;cabinet;NN;O
120762;;Thursday;NNP;B-time
120763;;,;,;O
120764;;saying;VBG;O
120765;;the;DT;O
120766;;reforms;NNS;O
120767;;will;MD;O
120768;;help;VB;O
120769;;the;DT;O
120770;;government;NN;O
120771;;be;VB;O
120772;;better;RB;O
120773;;prepared;VBN;O
120774;;for;IN;O
120775;;future;JJ;O
120776;;disasters;NNS;O
120777;;.;.;O
120778;Sentence: 5507;The;DT;O
120779;;changes;NNS;O
120780;;include;VBP;O
120781;;improved;VBN;O
120782;;coordination;NN;O
120783;;with;IN;O
120784;;military;JJ;O
120785;;officials;NNS;O
120786;;during;IN;O
120787;;relief;NN;O
120788;;operations;NNS;O
120789;;,;,;O
120790;;a;DT;O
120791;;review;NN;O
120792;;of;IN;O
120793;;local;JJ;O
120794;;evacuation;NN;O
120795;;plans;NNS;O
120796;;and;CC;O
120797;;getting;VBG;O
120798;;help;NN;O
120799;;more;RBR;O
120800;;quickly;RB;O
120801;;to;TO;O
120802;;disaster;NN;O
120803;;victims;NNS;O
120804;;.;.;O
120805;Sentence: 5508;The;DT;O
120806;;report;NN;O
120807;;also;RB;O
120808;;found;VBD;O
120809;;flaws;NNS;O
120810;;in;IN;O
120811;;the;DT;O
120812;;government;NN;O
120813;;'s;POS;O
120814;;response;NN;O
120815;;to;TO;O
120816;;Hurricane;NNP;O
120817;;Katrina;NNP;O
120818;;last;JJ;O
120819;;year;NN;O
120820;;,;,;O
120821;;such;JJ;O
120822;;as;IN;O
120823;;failures;NNS;O
120824;;in;IN;O
120825;;disaster;NN;O
120826;;management;NN;O
120827;;and;CC;O
120828;;planning;NN;O
120829;;.;.;O
120830;Sentence: 5509;Earlier;RBR;O
120831;;this;DT;O
120832;;month;NN;O
120833;;,;,;O
120834;;a;DT;O
120835;;congressional;JJ;O
120836;;investigation;NN;O
120837;;blamed;VBD;O
120838;;failures;NNS;O
120839;;at;IN;O
120840;;all;DT;O
120841;;levels;NNS;O
120842;;of;IN;O
120843;;government;NN;O
120844;;for;IN;O
120845;;the;DT;O
120846;;suffering;NN;O
120847;;and;CC;O
120848;;loss;NN;O
120849;;of;IN;O
120850;;life;NN;O
120851;;in;IN;O
120852;;the;DT;O
120853;;Gulf;NNP;B-geo
120854;;Coast;NNP;I-geo
120855;;storm;NN;O
120856;;.;.;O
120857;Sentence: 5510;Typhoon;NN;B-event
120858;;Longwang;NNP;I-event
120859;;has;VBZ;O
120860;;hit;VBN;O
120861;;mainland;JJ;O
120862;;China;NNP;B-geo
120863;;after;IN;O
120864;;pounding;VBG;O
120865;;Taiwan;NNP;B-geo
120866;;Sunday;NNP;B-time
120867;;,;,;O
120868;;where;WRB;O
120869;;it;PRP;O
120870;;left;VBD;O
120871;;one;CD;O
120872;;person;NN;O
120873;;dead;JJ;O
120874;;and;CC;O
120875;;disrupted;VBD;O
120876;;flights;NNS;O
120877;;and;CC;O
120878;;electricity;NN;O
120879;;.;.;O
120880;Sentence: 5511;Officials;NNS;O
120881;;say;VBP;O
120882;;it;PRP;O
120883;;hit;VBD;O
120884;;China;NNP;B-geo
120885;;'s;POS;O
120886;;Fujian;JJ;O
120887;;province;NN;O
120888;;with;IN;O
120889;;strong;JJ;O
120890;;winds;NNS;O
120891;;and;CC;O
120892;;heavy;JJ;O
120893;;rains;NNS;O
120894;;.;.;O
120895;Sentence: 5512;More;JJR;O
120896;;than;IN;O
120897;;3,00,000;CD;O
120898;;people;NNS;O
120899;;were;VBD;O
120900;;evacuated;VBN;O
120901;;.;.;O
120902;Sentence: 5513;In;IN;O
120903;;Taiwan;NNP;B-geo
120904;;,;,;O
120905;;a;DT;O
120906;;60-year-old;JJ;O
120907;;man;NN;O
120908;;died;VBD;O
120909;;after;IN;O
120910;;he;PRP;O
120911;;was;VBD;O
120912;;hit;VBN;O
120913;;by;IN;O
120914;;flying;VBG;O
120915;;debris;NN;O
120916;;.;.;O
120917;Sentence: 5514;A;DT;O
120918;;woman;NN;O
120919;;is;VBZ;O
120920;;missing;VBG;O
120921;;and;CC;O
120922;;feared;VBD;O
120923;;dead;JJ;O
120924;;after;IN;O
120925;;being;VBG;O
120926;;washed;VBN;O
120927;;away;RB;O
120928;;by;IN;O
120929;;flash;NN;O
120930;;floods;NNS;O
120931;;in;IN;O
120932;;the;DT;O
120933;;central;JJ;O
120934;;town;NN;O
120935;;of;IN;O
120936;;Hoping;NNP;B-geo
120937;;.;.;O
120938;Sentence: 5515;And;CC;O
120939;;46;CD;O
120940;;people;NNS;O
120941;;were;VBD;O
120942;;injured;VBN;O
120943;;during;IN;O
120944;;the;DT;O
120945;;typhoon;NN;O
120946;;,;,;O
120947;;most;JJS;O
120948;;by;IN;O
120949;;flying;VBG;O
120950;;debris;NN;O
120951;;.;.;O
120952;Sentence: 5516;European;NNP;B-org
120953;;Union;NNP;I-org
120954;;representatives;NNS;O
120955;;are;VBP;O
120956;;traveling;VBG;O
120957;;to;TO;O
120958;;the;DT;B-geo
120959;;Middle;NNP;I-geo
120960;;East;NNP;I-geo
120961;;Sunday;NNP;B-time
120962;;in;IN;O
120963;;hopes;NNS;O
120964;;of;IN;O
120965;;persuading;VBG;O
120966;;Israeli;JJ;B-gpe
120967;;and;CC;O
120968;;Palestinian;JJ;B-gpe
120969;;leaders;NNS;O
120970;;to;TO;O
120971;;move;VB;O
120972;;toward;IN;O
120973;;a;DT;O
120974;;humanitarian;JJ;O
120975;;truce;NN;O
120976;;in;IN;O
120977;;the;DT;O
120978;;Gaza;NNP;B-geo
120979;;Strip;NNP;I-geo
120980;;.;.;O
120981;Sentence: 5517;The;DT;O
120982;;EU;NNP;B-org
120983;;says;VBZ;O
120984;;it;PRP;O
120985;;is;VBZ;O
120986;;sending;VBG;O
120987;;Czech;JJ;B-gpe
120988;;Foreign;NNP;O
120989;;Minister;NNP;O
120990;;Karel;NNP;B-per
120991;;Schwarzenburg;NNP;I-per
120992;;along;IN;O
120993;;with;IN;O
120994;;the;DT;O
120995;;EU;NNP;B-org
120996;;'s;POS;O
120997;;external;JJ;O
120998;;relations;NNS;O
120999;;commissioner;NN;O
121000;;and;CC;O
121001;;Schwarzenburg;NNP;B-org
121002;;'s;POS;I-org
121003;;French;JJ;B-gpe
121004;;and;CC;B-org
121005;;Swedish;JJ;B-gpe
121006;;counterparts;NNS;O
121007;;.;.;O
121008;Sentence: 5518;It;PRP;O
121009;;says;VBZ;O
121010;;the;DT;O
121011;;team;NN;O
121012;;will;MD;O
121013;;visit;VB;O
121014;;Egypt;NNP;B-geo
121015;;today;NN;B-time
121016;;before;IN;O
121017;;meeting;VBG;O
121018;;with;IN;O
121019;;Israel;NNP;B-geo
121020;;'s;POS;O
121021;;Prime;NNP;B-per
121022;;Minister;NNP;O
121023;;Ehud;NNP;B-per
121024;;Olmert;NNP;I-per
121025;;and;CC;O
121026;;President;NNP;B-per
121027;;Shimon;NNP;I-per
121028;;Peres;NNP;I-per
121029;;in;IN;O
121030;;Jerusalem;NNP;B-geo
121031;;on;IN;O
121032;;Monday;NNP;B-time
121033;;.;.;O
121034;Sentence: 5519;The;DT;O
121035;;team;NN;O
121036;;will;MD;O
121037;;then;RB;O
121038;;go;VB;O
121039;;to;TO;O
121040;;the;DT;O
121041;;West;NNP;B-org
121042;;Bank;NNP;I-org
121043;;town;NN;O
121044;;of;IN;O
121045;;Ramallah;NNP;B-org
121046;;and;CC;O
121047;;finish;VB;O
121048;;up;RP;O
121049;;its;PRP$;O
121050;;Middle;NNP;B-geo
121051;;East;NNP;I-geo
121052;;trip;NN;O
121053;;in;IN;O
121054;;Jordan;NNP;B-gpe
121055;;on;IN;O
121056;;Tuesday;NNP;B-time
121057;;.;.;O
121058;Sentence: 5520;The;DT;O
121059;;EU;NNP;B-org
121060;;says;VBZ;O
121061;;French;JJ;B-gpe
121062;;President;NNP;B-per
121063;;Nicolas;NNP;I-per
121064;;Sarkozy;NNP;I-per
121065;;will;MD;O
121066;;also;RB;O
121067;;attend;VB;O
121068;;the;DT;O
121069;;meeting;NN;O
121070;;in;IN;O
121071;;Ramallah;NNP;B-org
121072;;with;IN;O
121073;;Palestinian;JJ;B-gpe
121074;;President;NNP;B-per
121075;;Mahmoud;NNP;I-per
121076;;Abbas;NNP;I-per
121077;;.;.;O
121078;Sentence: 5521;Mr.;NNP;B-per
121079;;Sarkozy;NNP;I-per
121080;;also;RB;O
121081;;plans;VBZ;O
121082;;to;TO;O
121083;;visit;VB;O
121084;;Israel;NNP;B-geo
121085;;,;,;O
121086;;Egypt;NNP;B-geo
121087;;,;,;O
121088;;Syria;NNP;B-geo
121089;;and;CC;O
121090;;Lebanon;NNP;B-geo
121091;;this;DT;O
121092;;week;NN;O
121093;;.;.;O
121094;Sentence: 5522;The;DT;O
121095;;European;NNP;B-org
121096;;Union;NNP;I-org
121097;;is;VBZ;O
121098;;the;DT;O
121099;;biggest;JJS;O
121100;;foreign;JJ;O
121101;;aid;NN;O
121102;;donor;NN;O
121103;;to;TO;O
121104;;the;DT;O
121105;;Palestinian;JJ;B-gpe
121106;;territories;NNS;O
121107;;.;.;O
121108;Sentence: 5523;France;NNP;B-geo
121109;;'s;POS;O
121110;;interior;JJ;O
121111;;minister;NN;O
121112;;says;VBZ;O
121113;;at;IN;O
121114;;least;JJS;O
121115;;10;CD;O
121116;;French;JJ;B-gpe
121117;;citizens;NNS;O
121118;;are;VBP;O
121119;;in;IN;O
121120;;Iraq;NNP;B-geo
121121;;ready;JJ;O
121122;;to;TO;O
121123;;become;VB;O
121124;;suicide;NN;O
121125;;bombers;NNS;O
121126;;.;.;O
121127;Sentence: 5524;Nicolas;NNP;B-per
121128;;Sarkozy;NNP;I-per
121129;;told;VBD;O
121130;;France-3;JJ;O
121131;;television;NN;O
121132;;Monday;NNP;B-time
121133;;that;IN;O
121134;;French;JJ;B-gpe
121135;;intelligence;NN;O
121136;;has;VBZ;O
121137;;lost;VBN;O
121138;;track;NN;O
121139;;of;IN;O
121140;;at;IN;O
121141;;least;JJS;O
121142;;10;CD;O
121143;;young;JJ;O
121144;;Frenchmen;NNS;O
121145;;who;WP;O
121146;;have;VBP;O
121147;;gone;VBN;O
121148;;to;TO;O
121149;;Iraq;NNP;B-geo
121150;;.;.;O
121151;Sentence: 5525;He;PRP;O
121152;;said;VBD;O
121153;;10;CD;O
121154;;others;NNS;O
121155;;have;VBP;O
121156;;died;VBN;O
121157;;in;IN;O
121158;;combat;NN;O
121159;;or;CC;O
121160;;suicide;NN;O
121161;;bombings;NNS;O
121162;;or;CC;O
121163;;are;VBP;O
121164;;prisoners;NNS;O
121165;;of;IN;O
121166;;the;DT;O
121167;;U.S.;NNP;B-geo
121168;;led;VBD;O
121169;;coalition;NN;O
121170;;.;.;O
121171;Sentence: 5526;France;NNP;B-geo
121172;;has;VBZ;O
121173;;no;DT;O
121174;;soldiers;NNS;O
121175;;in;IN;O
121176;;Iraq;NNP;B-geo
121177;;.;.;O
121178;Sentence: 5527;Mr.;NNP;B-per
121179;;Sarkozy;NNP;I-per
121180;;defended;VBD;O
121181;;the;DT;O
121182;;government;NN;O
121183;;'s;POS;O
121184;;planned;JJ;O
121185;;new;JJ;O
121186;;anti-terrorism;NN;O
121187;;measures;NNS;O
121188;;,;,;O
121189;;saying;VBG;O
121190;;the;DT;O
121191;;risk;NN;O
121192;;of;IN;O
121193;;an;DT;O
121194;;attack;NN;O
121195;;in;IN;O
121196;;France;NNP;B-geo
121197;;is;VBZ;O
121198;;very;RB;O
121199;;high;JJ;O
121200;;.;.;O
121201;Sentence: 5528;The;DT;O
121202;;new;JJ;O
121203;;measures;NNS;O
121204;;include;VBP;O
121205;;more;RBR;O
121206;;video;NN;O
121207;;surveillance;NN;O
121208;;on;IN;O
121209;;the;DT;O
121210;;streets;NNS;O
121211;;and;CC;O
121212;;public;JJ;O
121213;;places;NNS;O
121214;;,;,;O
121215;;and;CC;O
121216;;increased;VBN;O
121217;;monitoring;NN;O
121218;;of;IN;O
121219;;overseas;JJ;O
121220;;travelers;NNS;O
121221;;.;.;O
121222;Sentence: 5529;Mr.;NNP;B-per
121223;;Sarkozy;NNP;I-per
121224;;said;VBD;O
121225;;a;DT;O
121226;;French;JJ;B-gpe
121227;;citizen;NN;O
121228;;who;WP;O
121229;;suddenly;RB;O
121230;;goes;VBZ;O
121231;;to;TO;O
121232;;Afghanistan;NNP;B-geo
121233;;for;IN;O
121234;;three;CD;B-time
121235;;months;NNS;O
121236;;should;MD;O
121237;;account;VB;O
121238;;for;IN;O
121239;;his;PRP$;O
121240;;travels;NNS;O
121241;;.;.;O
121242;Sentence: 5530;The;DT;O
121243;;United;NNP;B-org
121244;;Nations;NNP;I-org
121245;;has;VBZ;O
121246;;certified;VBN;O
121247;;the;DT;O
121248;;list;NN;O
121249;;of;IN;O
121250;;registered;JJ;O
121251;;voters;NNS;O
121252;;in;IN;O
121253;;the;DT;O
121254;;Ivory;NNP;B-geo
121255;;Coast;NNP;I-geo
121256;;ahead;RB;O
121257;;of;IN;O
121258;;next;JJ;O
121259;;month;NN;O
121260;;'s;POS;O
121261;;presidential;JJ;O
121262;;elections;NNS;O
121263;;.;.;O
121264;Sentence: 5531;On;IN;O
121265;;Friday;NNP;B-time
121266;;,;,;O
121267;;U.N.;NNP;B-org
121268;;representative;NN;O
121269;;Choi;NNP;B-per
121270;;Youn-jin;NNP;I-per
121271;;called;VBD;O
121272;;the;DT;O
121273;;voter;NN;O
121274;;list;NN;O
121275;;"""";``;O
121276;;fair;JJ;O
121277;;,;,;O
121278;;solid;JJ;O
121279;;and;CC;O
121280;;balanced;JJ;O
121281;;"""";``;O
121282;;.;.;O
121283;Sentence: 5532;The;DT;O
121284;;Ivory;NNP;B-geo
121285;;Coast;NNP;I-geo
121286;;presidential;JJ;O
121287;;election;NN;O
121288;;is;VBZ;O
121289;;set;VBN;O
121290;;for;IN;O
121291;;October;NNP;B-time
121292;;31;CD;I-time
121293;;.;.;O
121294;Sentence: 5533;The;DT;O
121295;;election;NN;O
121296;;has;VBZ;O
121297;;been;VBN;O
121298;;postponed;VBN;O
121299;;multiple;JJ;O
121300;;times;NNS;O
121301;;during;IN;O
121302;;the;DT;O
121303;;past;JJ;B-time
121304;;five;CD;I-time
121305;;years;NNS;O
121306;;due;JJ;B-time
121307;;in;IN;O
121308;;part;NN;O
121309;;to;TO;O
121310;;disputes;NNS;O
121311;;about;IN;O
121312;;the;DT;O
121313;;nationality;NN;O
121314;;of;IN;O
121315;;names;NNS;O
121316;;listed;VBN;O
121317;;on;IN;O
121318;;the;DT;O
121319;;official;JJ;O
121320;;voters;NNS;O
121321;;';POS;O
121322;;list;NN;O
121323;;.;.;O
121324;Sentence: 5534;The;DT;O
121325;;civil;JJ;O
121326;;war;NN;O
121327;;that;WDT;O
121328;;has;VBZ;O
121329;;spilt;VBN;O
121330;;the;DT;O
121331;;country;NN;O
121332;;for;IN;O
121333;;most;JJS;O
121334;;of;IN;O
121335;;the;DT;O
121336;;decade;NN;O
121337;;centers;NNS;O
121338;;around;IN;O
121339;;land;NN;O
121340;;reform;NN;O
121341;;and;CC;O
121342;;grounds;NNS;O
121343;;for;IN;O
121344;;citizenship;NN;O
121345;;,;,;O
121346;;in;IN;O
121347;;a;DT;O
121348;;nation;NN;O
121349;;of;IN;O
121350;;migrant;JJ;O
121351;;workers;NNS;O
121352;;helping;VBG;O
121353;;the;DT;O
121354;;world;NN;O
121355;;'s;POS;O
121356;;largest;JJS;O
121357;;producer;NN;O
121358;;and;CC;O
121359;;exporter;NN;O
121360;;of;IN;O
121361;;cocoa;NN;O
121362;;beans;NNS;O
121363;;.;.;O
121364;Sentence: 5535;The;DT;O
121365;;U.S.;NNP;B-org
121366;;Environmental;NNP;I-org
121367;;Protection;NNP;I-org
121368;;Agency;NNP;I-org
121369;;celebrated;VBD;O
121370;;Earth;NNP;B-event
121371;;Day;NNP;I-event
121372;;this;DT;O
121373;;week;NN;O
121374;;in;IN;O
121375;;Washington;NNP;B-geo
121376;;(;LRB;O
121377;;22;CD;B-time
121378;;April;NNP;I-time
121379;;);RRB;O
121380;;by;IN;O
121381;;showcasing;VBG;O
121382;;environmentally;RB;O
121383;;friendly;JJ;O
121384;;new;JJ;O
121385;;designs;NNS;O
121386;;that;WDT;O
121387;;could;MD;O
121388;;be;VB;O
121389;;the;DT;O
121390;;wave;NN;O
121391;;of;IN;O
121392;;the;DT;O
121393;;future;NN;O
121394;;.;.;O
121395;Sentence: 5536;Producer;NN;O
121396;;Zulima;NNP;B-per
121397;;Palacio;NNP;I-per
121398;;prepared;VBD;O
121399;;this;DT;O
121400;;report;NN;O
121401;;.;.;O
121402;Sentence: 5537;A;DT;O
121403;;prominent;JJ;O
121404;;human;JJ;O
121405;;rights;NNS;O
121406;;group;NN;O
121407;;says;VBZ;O
121408;;Hamas;NNP;B-org
121409;;militants;NNS;O
121410;;committed;VBN;O
121411;;war;NN;O
121412;;crimes;NNS;O
121413;;when;WRB;O
121414;;they;PRP;O
121415;;launched;VBD;O
121416;;rocket;NN;O
121417;;attacks;NNS;O
121418;;against;IN;O
121419;;Israel;NNP;B-geo
121420;;.;.;O
121421;Sentence: 5538;A;DT;O
121422;;Human;NNP;B-org
121423;;Rights;NNP;I-org
121424;;Watch;NNP;I-org
121425;;spokesman;NN;O
121426;;said;VBD;O
121427;;Hamas;NNP;B-org
121428;;rocket;NN;O
121429;;attacks;NNS;O
121430;;that;WDT;O
121431;;targeted;VBD;O
121432;;Israeli;JJ;B-gpe
121433;;citizens;NNS;O
121434;;were;VBD;O
121435;;"""";``;O
121436;;unlawful;JJ;O
121437;;and;CC;O
121438;;unjustifiable;JJ;O
121439;;"""";``;O
121440;;.;.;O
121441;Sentence: 5539;A;DT;O
121442;;new;JJ;O
121443;;report;NN;O
121444;;released;VBN;O
121445;;by;IN;O
121446;;the;DT;O
121447;;group;NN;O
121448;;says;VBZ;O
121449;;Hamas;NNP;B-org
121450;;militants;NNS;O
121451;;fired;VBD;O
121452;;rockets;NNS;O
121453;;that;WDT;O
121454;;placed;VBD;O
121455;;about;IN;O
121456;;8,00,000;CD;O
121457;;Israeli;JJ;B-gpe
121458;;civilians;NNS;O
121459;;at;IN;O
121460;;risk;NN;O
121461;;and;CC;O
121462;;killed;VBD;O
121463;;two;CD;O
121464;;Israeli;JJ;B-gpe
121465;;girls;NNS;O
121466;;.;.;O
121467;Sentence: 5540;It;PRP;O
121468;;also;RB;O
121469;;says;VBZ;O
121470;;militants;NNS;O
121471;;that;WDT;O
121472;;launched;VBD;O
121473;;rockets;NNS;O
121474;;from;IN;O
121475;;densely;RB;O
121476;;populated;JJ;O
121477;;areas;NNS;O
121478;;placed;VBN;O
121479;;Gaza;NNP;B-org
121480;;civilians;NNS;O
121481;;at;IN;O
121482;;risk;NN;O
121483;;of;IN;O
121484;;Israeli;JJ;B-gpe
121485;;counter;NN;O
121486;;strikes;NNS;O
121487;;.;.;O
121488;Sentence: 5541;The;DT;O
121489;;report;NN;O
121490;;focuses;VBZ;O
121491;;on;IN;O
121492;;Hamas;NNP;B-org
121493;;tactics;NNS;O
121494;;used;VBN;O
121495;;just;RB;O
121496;;before;RB;O
121497;;and;CC;O
121498;;during;IN;O
121499;;Israel;NNP;B-geo
121500;;'s;POS;O
121501;;three-week;JJ;O
121502;;offensive;NN;O
121503;;in;IN;O
121504;;Gaza;NNP;B-geo
121505;;,;,;O
121506;;from;IN;O
121507;;last;JJ;O
121508;;November;NNP;B-time
121509;;to;TO;O
121510;;mid-January;NNP;B-geo
121511;;.;.;O
121512;Sentence: 5542;Human;NNP;B-org
121513;;Rights;NNP;I-org
121514;;Watch;NNP;I-org
121515;;and;CC;O
121516;;other;JJ;O
121517;;rights;NNS;O
121518;;groups;NNS;O
121519;;have;VBP;O
121520;;repeatedly;RB;O
121521;;accused;VBN;O
121522;;Israel;NNP;B-geo
121523;;of;IN;O
121524;;committing;VBG;O
121525;;war;NN;O
121526;;crimes;NNS;O
121527;;.;.;O
121528;Sentence: 5543;At;IN;O
121529;;least;JJS;O
121530;;1,3;CD;O
121531;;Palestinians;NNS;B-gpe
121532;;and;CC;O
121533;;13;CD;O
121534;;Israelis;NNS;B-gpe
121535;;were;VBD;O
121536;;killed;VBN;O
121537;;during;IN;O
121538;;the;DT;O
121539;;Israeli;JJ;B-gpe
121540;;offensive;NN;O
121541;;.;.;O
121542;Sentence: 5544;Some;DT;O
121543;;of;IN;O
121544;;the;DT;O
121545;;latest;JJS;O
121546;;secret;JJ;O
121547;;U.S.;NNP;B-geo
121548;;cables;NNS;O
121549;;released;VBN;O
121550;;by;IN;O
121551;;WikiLeaks;NNS;B-org
121552;;say;VBP;O
121553;;Saudi;NNP;B-org
121554;;Arabia;NNP;I-org
121555;;proposed;VBD;O
121556;;deploying;VBG;O
121557;;an;DT;O
121558;;Arab;JJ;B-gpe
121559;;military;JJ;O
121560;;force;NN;O
121561;;backed;VBN;O
121562;;by;IN;O
121563;;the;DT;O
121564;;U.N.;NNP;B-org
121565;;,;,;O
121566;;U.S.;NNP;B-geo
121567;;and;CC;O
121568;;NATO;NNP;B-org
121569;;to;TO;O
121570;;crush;VB;O
121571;;Hezbollah;NNP;B-org
121572;;forces;NNS;O
121573;;in;IN;O
121574;;Lebanon;NNP;B-geo
121575;;.;.;O
121576;Sentence: 5545;According;VBG;O
121577;;to;TO;O
121578;;the;DT;O
121579;;cables;NNS;O
121580;;,;,;O
121581;;Saudi;NNP;B-org
121582;;Foreign;NNP;O
121583;;Minister;NNP;O
121584;;Saud;NNP;B-per
121585;;al-Faisal;NNP;I-per
121586;;said;VBD;O
121587;;in;IN;O
121588;;May;NNP;B-time
121589;;2008;CD;I-time
121590;;that;IN;O
121591;;what;WP;O
121592;;he;PRP;O
121593;;called;VBD;O
121594;;a;DT;O
121595;;"""";``;O
121596;;security;NN;O
121597;;response;NN;O
121598;;"""";``;O
121599;;was;VBD;O
121600;;needed;VBN;O
121601;;to;TO;O
121602;;prevent;VB;O
121603;;the;DT;O
121604;;militant;JJ;O
121605;;group;NN;O
121606;;-;:;O
121607;;and;CC;O
121608;;its;PRP$;O
121609;;patron;NN;O
121610;;,;,;O
121611;;Iran;NNP;B-geo
121612;;-;:;O
121613;;from;IN;O
121614;;taking;VBG;O
121615;;power;NN;O
121616;;in;IN;O
121617;;the;DT;O
121618;;Lebanese;JJ;B-gpe
121619;;capital;NN;O
121620;;,;,;O
121621;;Beirut;NNP;B-org
121622;;.;.;O
121623;Sentence: 5546;The;DT;O
121624;;exchange;NN;O
121625;;between;IN;O
121626;;al-Faisal;JJ;O
121627;;and;CC;O
121628;;U.S.;NNP;B-geo
121629;;diplomat;NN;O
121630;;David;NNP;B-per
121631;;Satterfield;NNP;I-per
121632;;took;VBD;O
121633;;place;NN;O
